loc,hyp,auc_1,pre_1,rec_1,f_1,thr_1,auc_2,pre_2,rec_2,f_2,thr_2,auc_3,pre_3,rec_3,f_3,thr_3,auc_4,pre_4,rec_4,f_4,thr_4
2412-E,"([4, 2],)",0.5159212376933896,0.02585604472396925,0.6166666666666667,0.04963112005365526,143.85330448054833,0.45982653284075414,0.03333333333333333,0.521505376344086,0.06266149870801034,140.92181033324886,0.5342214249596686,0.025506638714185886,0.6517857142857143,0.04909213180901144,143.85330448054833,0.4513696663007646,0.03341384863123994,0.8556701030927835,0.06431615652847733,69.63981194203348
2412-E,"([4, 3],)",0.5115780590717299,0.025878003696857672,0.5833333333333334,0.049557522123893805,526.8248333743684,0.4505558033133475,0.033271719038817,0.4838709677419355,0.06226219301279834,526.8248333743684,0.5270806746767475,0.025508317929759706,0.6160714285714286,0.04898828541001065,526.8248333743684,0.443928872851059,0.033073929961089495,0.8762886597938144,0.06374203224596926,231.1508523848375
2412-E,"([5, 3],)",0.5113458474430618,0.03130622526088521,0.5958904109589042,0.05948717948717949,587.3126742384777,0.4470059274843066,0.04030226700251889,0.4933920704845815,0.07451763140385895,587.3126742384777,0.5254399395002095,0.03130622526088521,0.635036496350365,0.05967078189300411,587.3126742384777,0.4410558785077275,0.04011175414089004,0.8516949152542372,0.07661520869068039,263.434728239006
2412-E,"([5, 4],)",0.5116280420109905,0.03171774768353528,0.6095890410958904,0.06029810298102981,1150.1064932724603,0.4449596693271052,0.04086181277860327,0.4845814977973568,0.07536827680712573,1211.843537998317,0.5257340357042677,0.03171774768353528,0.6496350364963503,0.06048250084947333,1150.1064932724603,0.439088253490218,0.03996634413125789,0.8050847457627118,0.07615230460921843,551.8331085387643
2412-E,"([5, 2],)",0.5178909033477799,0.032188841201716736,0.6164383561643836,0.06118286879673691,127.29297655608099,0.4592524266183199,0.04113018597997139,0.5066079295154186,0.07608336089976844,127.29297655608099,0.5360558239080443,0.032188841201716736,0.656934306569343,0.06137061029662461,127.29297655608099,0.45069775178596444,0.04091199659066695,0.8135593220338984,0.07790626902008523,62.60043323273701
2412-E,"([7, 4],)",0.5073198056389036,0.04224326292789512,0.5888324873096447,0.07883112470268433,1564.6871135954575,0.44074803329048967,0.051937831988982885,0.8627450980392157,0.09797736129151975,635.1661740420961,0.5213952053587168,0.04224326292789512,0.6236559139784946,0.07912687585266029,1564.6871135954575,0.43449754108522864,0.05351170568561873,0.8580441640378549,0.10074074074074074,635.1661740420961
2412-E,"([7, 3],)",0.5071417715692618,0.04187192118226601,0.6040609137055838,0.07831523527476143,765.9286829385012,0.4413325767312969,0.05217724918473048,0.8888888888888888,0.09856858126472189,313.73600499215905,0.5210316411069981,0.04187192118226601,0.6397849462365591,0.07859973579920738,765.9286829385012,0.4351681291584588,0.05371187416075197,0.8832807570977917,0.10126582278481013,313.73600499215905
2412-E,"([7, 2],)",0.5133833855132375,0.0422237860661506,0.6091370558375635,0.07897334649555775,91.62938865851646,0.45682582656493564,0.053296703296703295,0.9509803921568627,0.10093652445369405,31.665150530206496,0.5303869939479405,0.0422237860661506,0.6451612903225806,0.07926023778071334,91.62938865851646,0.44849778904302073,0.054945054945054944,0.9463722397476341,0.10386013501817552,31.665150530206496
2412-E,"([10, 7],)",0.492606933697564,0.053763440860215055,0.6133828996282528,0.09886159376872379,5614.47860057392,0.434247266007898,0.07224474751197936,0.9400479616306955,0.1341776484682526,2193.409686606635,0.5037269818024028,0.05311176278918214,0.6392156862745098,0.09807460890493382,5614.47860057392,0.4292024817049558,0.0744563214154073,0.9373549883990719,0.13795458425815266,2193.409686606635
2412-E,"([10, 5],)",0.492672005566544,0.05352480417754569,0.6096654275092936,0.09840984098409841,2894.7377819944086,0.4338420405617875,0.07158671586715867,0.9304556354916067,0.13294500599623096,1143.788429098723,0.5035907032245817,0.05287206266318538,0.6352941176470588,0.09761976498945465,2894.7377819944086,0.4289343860775624,0.07398523985239852,0.9303944315545244,0.137070586224577,1143.788429098723
2412-E,"([10, 3],)",0.4935462880042265,0.05355954757152362,0.5985130111524164,0.09832061068702291,639.1401512731275,0.43626699494193333,0.07098877218399131,0.9400479616306955,0.1320087556827749,230.33990193594212,0.5038822444607165,0.05289421157684631,0.6235294117647059,0.09751609935602576,639.1401512731275,0.43166995442374334,0.0733429916696849,0.9396751740139211,0.13606584915168823,230.33990193594212
2412-E,"([10, 2],)",0.4980401126194327,0.053918285331547224,0.5985130111524164,0.09892473118279571,62.8951767934814,0.4489897942905014,0.07348426707597851,0.9184652278177458,0.13608100906022383,24.757576880177282,0.5122413419032896,0.0535833891493637,0.6274509803921569,0.09873495834618945,62.8951767934814,0.4417951153638653,0.0754029163468918,0.9118329466357309,0.13928761297182352,24.757576880177282
2412-W,"([3, 2],)",0.4844666464931184,0.11594202898550725,0.10223642172523961,0.10865874363327674,276.52112288314055,0.5775363358194684,0.04710144927536232,0.18571428571428572,0.07514450867052025,276.52112288314055,0.5623787734683332,0.03934426229508197,0.1791044776119403,0.06451612903225806,269.2269516911854,0.48871860295579567,0.12318840579710146,0.10759493670886076,0.11486486486486487,276.52112288314055
2412-W,"([3, 1],)",0.4034687357371063,0.05494078819646671,0.9041533546325878,0.10358711566617862,0.5207242754068288,0.5087970931344425,0.015339074273412271,0.8142857142857143,0.03011093502377179,1.1095531235548666,0.5015589388731205,0.014531754574811625,0.8059701492537313,0.028548770816812053,1.1095531235548666,0.40602259924448275,0.055523199378761406,0.9050632911392406,0.10462776659959759,0.5207242754068288
2412-W,"([4, 2],)",0.4546557949562663,0.06651185934649195,1.0,0.12472783825816484,21.034354156938075,0.5454071816326292,0.0529595015576324,0.19767441860465115,0.08353808353808355,226.36658109805037,0.5357362539043465,0.04984423676012461,0.19047619047619047,0.07901234567901234,226.36658109805037,0.45722923518489034,0.14330218068535824,0.1141439205955335,0.12707182320441987,226.36658109805037
2412-W,"([4, 3],)",0.46725585045182927,0.06778711484593837,0.9052369077306733,0.12612925642807504,255.1946228899257,0.5538154130746145,0.05517241379310345,0.18604651162790697,0.0851063829787234,1117.7458497347263,0.5444236745192961,0.05172413793103448,0.17857142857142858,0.08021390374331552,1117.7458497347263,0.469753171666243,0.15100671140939598,0.11166253101736973,0.12838801711840228,1098.6855694531498
