hyp,auc_1,pre_1,rec_1,f_1,f_1_std,auc_2,pre_2,rec_2,f_2,f_2_std,auc_3,pre_3,rec_3,f_3,f_3_std,auc_4,pre_4,rec_4,f_4,f_4_std
"(20, 10, 3)",0.44050435429448076,0.0671642495155611,0.8668282702300624,0.1246688147882181,0.06885793633572748,0.44779024492158254,0.06025280174082888,0.8589738551179106,0.11260678964606742,0.08197370116794274,0.44785322254775267,0.04875143646862352,0.8543510863669636,0.09223945599917494,0.07128620330357763,0.44026699974886757,0.07862899359349262,0.8689420190520882,0.14420879393177127,0.07475858960049157
"(20, 10, 4)",0.4357135230291349,0.07928797027227116,0.8742829675384204,0.14539059275210653,0.0723036319686401,0.44350098402708904,0.0698026947524916,0.8589673220099853,0.12911319852816017,0.08599080466922379,0.4435454988739176,0.05648285825794713,0.8656123845543028,0.10604601206701894,0.07455123955007979,0.4354530285774399,0.09229423824536023,0.879166579063146,0.1670515336485138,0.07734464839193969
"(20, 10, 5)",0.43008549888796144,0.09014992409427795,0.884869791299974,0.16362939796916134,0.07474826016073745,0.438507518215015,0.07813384432203374,0.8786420411756839,0.14350629337674423,0.08863784929049957,0.4386648825124035,0.06323993381624146,0.873697847489747,0.1179429310100574,0.07559468997750714,0.4297317325573944,0.10478530059124416,0.8902767988490334,0.18750170874617986,0.07950656668203222
"(20, 10, 7)",0.4197738428601488,0.11049569858794524,0.9021587319503027,0.1968779404264868,0.0822365954808537,0.42905496678213073,0.09395020229025369,0.8916046191877409,0.16998838118409673,0.09492976505792404,0.42898217443247855,0.0760487422105216,0.8879842933473302,0.14009911718987106,0.08023150268043439,0.4194955025351025,0.12798161084258317,0.9059221715101341,0.22427885609247988,0.0853439918211882
"(20, 10, 10)",0.41228421071813953,0.13881880996385837,0.9252064285929155,0.24141543026251627,0.09317248334010392,0.4234430928807648,0.11593684572918354,0.910826206688669,0.20569169714920216,0.10384811717751549,0.42304347069147696,0.0944299676134073,0.9053055410866924,0.17102117946417603,0.0878116948843527,0.4121669900417402,0.1598262682626513,0.9328462472100558,0.2728966500816612,0.09376110181864174
