hyp,auc_1,pre_1,rec_1,f_1,f_1_std,auc_2,pre_2,rec_2,f_2,f_2_std,auc_3,pre_3,rec_3,f_3,f_3_std,auc_4,pre_4,rec_4,f_4,f_4_std
"(3,)",0.9760819901695702,0.6840130255804858,0.668327331381434,0.6708250348516762,0.07521019917472625,0.9709400644698062,0.6801392189818255,0.6486020800230454,0.6572094882018277,0.08623660894149676,0.9775397563491732,0.6901019970724761,0.6662956470880872,0.6702249418983355,0.08873569249377769,0.9714500269383523,0.6761331213669484,0.6676709636732691,0.6673142567952991,0.07184163764682026
"(5,)",0.9752921996431457,0.6693659045747853,0.6435180668320191,0.6483334373177148,0.0800839985994417,0.9710691315297533,0.6648344172169652,0.6295780457750426,0.6389382191857225,0.09128255826516207,0.9771469094560399,0.6885653092982837,0.6342891683498278,0.6512827198703619,0.09566196395069113,0.9709416610159562,0.6656524567761284,0.6398295875742434,0.6455454505273639,0.07545900100421485
"(7,)",0.9720450531324071,0.649846617981237,0.6253702569072112,0.6277832725300108,0.08437093938413502,0.9685623383885604,0.6511131644698103,0.6062954246940709,0.6183589717864205,0.09618183761042562,0.9747489075335105,0.6647018737945777,0.618521079931283,0.6307990537536586,0.1007129002159415,0.9675668853038071,0.6460290192213852,0.6207045148593912,0.6253727411479061,0.07845150829031042
"(8,)",0.9702321773176331,0.649087143856188,0.6075775702018327,0.6194131624495041,0.08605036268337606,0.9670570411712226,0.6377116800449899,0.6015409606948322,0.6111269334191458,0.09648738968647036,0.9735235003114349,0.6499847955892308,0.6178606123925819,0.6237730927307874,0.10130869178181905,0.9655353451785604,0.6411351715702815,0.6046735868395525,0.6153147742242958,0.08054709865463824
"(9,)",0.9681463872525737,0.6346442608904441,0.6065324821132231,0.6096633767576943,0.08831783481250802,0.9650403336031692,0.6241716967504916,0.5970825111223705,0.6014181138568355,0.0989141666813332,0.9718662515383436,0.6416357317864066,0.6081004336817069,0.614177210701142,0.10348194154721167,0.9631505251784994,0.6232683228553421,0.6042596682403375,0.6056435446167966,0.08237843437272165
"(10,)",0.9660351292583147,0.6303644671612065,0.5969451333695138,0.6030456415440804,0.08933536420079696,0.9631144783011815,0.6159299598414331,0.5902828800641551,0.5922989554939091,0.10080789247292364,0.970185151711336,0.6340992441166678,0.5993526484995461,0.6059129939572304,0.10499334348009616,0.9608067543314309,0.6109411108544559,0.6026597090710674,0.5973060489877183,0.08411982849176838
