loc,hyp,auc_1,pre_1,rec_1,f_1,thr_1,auc_2,pre_2,rec_2,f_2,thr_2,auc_3,pre_3,rec_3,f_3,thr_3,auc_4,pre_4,rec_4,f_4,thr_4
2437-E,"(5, 1, 5, 'mean')",0.7211936226609067,0.28989751098096633,0.35547576301615796,0.3193548387096774,0.29090051502331815,0.6883864178252973,0.27900552486187846,0.2596401028277635,0.2689747003994674,0.3304955607719733,0.6845119329181504,0.27071823204419887,0.2572178477690289,0.26379542395693134,0.3304955607719733,0.7236481368119949,0.2957540263543192,0.35752212389380533,0.3237179487179487,0.29090051502331815
2437-E,"(5, 1, 5, 'median')",0.7211936226609067,0.28989751098096633,0.35547576301615796,0.3193548387096774,0.29090051502331815,0.6883864178252973,0.27900552486187846,0.2596401028277635,0.2689747003994674,0.3304955607719733,0.6845119329181504,0.27071823204419887,0.2572178477690289,0.26379542395693134,0.3304955607719733,0.7236481368119949,0.2957540263543192,0.35752212389380533,0.3237179487179487,0.29090051502331815
2437-E,"(6, 1, 5, 'largest')",0.7355096217503492,0.3498452012383901,0.3575949367088608,0.3536776212832551,0.3764935600460434,0.70426014624736,0.32211538461538464,0.30663615560640733,0.31418522860492376,0.407101133262011,0.7004065378949909,0.3125,0.3037383177570093,0.30805687203791465,0.407101133262011,0.7380133376382816,0.3560371517027864,0.358814352574103,0.35742035742035744,0.3764935600460434
2437-E,"(6, 1, 5, 'mean')",0.7355096217503492,0.3498452012383901,0.3575949367088608,0.3536776212832551,0.3764935600460434,0.70426014624736,0.32211538461538464,0.30663615560640733,0.31418522860492376,0.407101133262011,0.7004065378949909,0.3125,0.3037383177570093,0.30805687203791465,0.407101133262011,0.7380133376382816,0.3560371517027864,0.358814352574103,0.35742035742035744,0.3764935600460434
2437-E,"(6, 1, 5, 'median')",0.7355096217503492,0.3498452012383901,0.3575949367088608,0.3536776212832551,0.3764935600460434,0.70426014624736,0.32211538461538464,0.30663615560640733,0.31418522860492376,0.407101133262011,0.7004065378949909,0.3125,0.3037383177570093,0.30805687203791465,0.407101133262011,0.7380133376382816,0.3560371517027864,0.358814352574103,0.35742035742035744,0.3764935600460434
2437-E,"(7, 1, 5, 'largest')",0.7464258457798291,0.32878048780487806,0.4786931818181818,0.38982070561017934,0.4158585420935058,0.7166635316824235,0.2691256830601093,0.40702479338842973,0.32401315789473684,0.4427930554797538,0.7133357355473107,0.26229508196721313,0.4050632911392405,0.31840796019900497,0.4427930554797538,0.7486347955097955,0.33463414634146343,0.4803921568627451,0.39447958596894767,0.4158585420935058
2437-E,"(7, 1, 5, 'mean')",0.7464258457798291,0.32878048780487806,0.4786931818181818,0.38982070561017934,0.4158585420935058,0.7166635316824235,0.2691256830601093,0.40702479338842973,0.32401315789473684,0.4427930554797538,0.7133357355473107,0.26229508196721313,0.4050632911392405,0.31840796019900497,0.4427930554797538,0.7486347955097955,0.33463414634146343,0.4803921568627451,0.39447958596894767,0.4158585420935058
2437-E,"(7, 1, 5, 'median')",0.7464258457798291,0.32878048780487806,0.4786931818181818,0.38982070561017934,0.4158585420935058,0.7166635316824235,0.2691256830601093,0.40702479338842973,0.32401315789473684,0.4427930554797538,0.7133357355473107,0.26229508196721313,0.4050632911392405,0.31840796019900497,0.4427930554797538,0.7486347955097955,0.33463414634146343,0.4803921568627451,0.39447958596894767,0.4158585420935058
2437-E,"(8, 1, 5, 'largest')",0.75618079809491,0.35,0.5064599483204134,0.41393875395987323,0.47801377015860913,0.7297033983751507,0.2876526458616011,0.3992467043314501,0.33438485804416407,0.5129467484346486,0.7265876443788054,0.27994616419919244,0.4,0.32937450514647665,0.5125723241881379,0.7583435127824798,0.35535714285714287,0.5070063694267516,0.41784776902887144,0.47801377015860913
2437-E,"(8, 1, 5, 'mean')",0.75618079809491,0.35,0.5064599483204134,0.41393875395987323,0.47801377015860913,0.7297033983751507,0.2876526458616011,0.3992467043314501,0.33438485804416407,0.5129467484346486,0.7265876443788054,0.27994616419919244,0.4,0.32937450514647665,0.5125723241881379,0.7583435127824798,0.35535714285714287,0.5070063694267516,0.41784776902887144,0.47801377015860913
2437-E,"(8, 1, 5, 'median')",0.75618079809491,0.35,0.5064599483204134,0.41393875395987323,0.47801377015860913,0.7297033983751507,0.2876526458616011,0.3992467043314501,0.33438485804416407,0.5129467484346486,0.7265876443788054,0.27994616419919244,0.4,0.32937450514647665,0.5125723241881379,0.7583435127824798,0.35535714285714287,0.5070063694267516,0.41784776902887144,0.47801377015860913
2437-E,"(9, 1, 5, 'largest')",0.7657088871648051,0.39042357274401474,0.5029655990510083,0.43960601347848627,0.5436684449844718,0.741941016827176,0.33996683250414594,0.3546712802768166,0.3471634208298053,0.5963420314932696,0.739085409859135,0.3333333333333333,0.3551236749116608,0.3438836612489307,0.5963420314932696,0.7677880976952184,0.3901147396293027,0.5169590643274854,0.4446680080482897,0.5396878692534063
2437-E,"(9, 1, 5, 'mean')",0.7657088871648051,0.39042357274401474,0.5029655990510083,0.43960601347848627,0.5436684449844718,0.741941016827176,0.33996683250414594,0.3546712802768166,0.3471634208298053,0.5963420314932696,0.739085409859135,0.3333333333333333,0.3551236749116608,0.3438836612489307,0.5963420314932696,0.7677880976952184,0.3901147396293027,0.5169590643274854,0.4446680080482897,0.5396878692534063
2437-E,"(9, 1, 5, 'median')",0.7657088871648051,0.39042357274401474,0.5029655990510083,0.43960601347848627,0.5436684449844718,0.741941016827176,0.33996683250414594,0.3546712802768166,0.3471634208298053,0.5963420314932696,0.739085409859135,0.3333333333333333,0.3551236749116608,0.3438836612489307,0.5963420314932696,0.7677880976952184,0.3901147396293027,0.5169590643274854,0.4446680080482897,0.5396878692534063
2437-E,"(10, 1, 5, 'largest')",0.7678720046716249,0.424812030075188,0.4961580680570801,0.45772151898734176,0.6055577113512283,0.7455278906538604,0.304635761589404,0.4416,0.3605486610058785,0.6224427836384575,0.7429285730630316,0.2918410041841004,0.45588235294117646,0.35586734693877553,0.6166981718480122,0.7698441262224254,0.43139097744360905,0.4967532467532468,0.46177062374245476,0.6055577113512283
