hyp,auc_1,pre_1,rec_1,f_1,f_1_std,auc_2,pre_2,rec_2,f_2,f_2_std,auc_3,pre_3,rec_3,f_3,f_3_std,auc_4,pre_4,rec_4,f_4,f_4_std
"(20, 3)",0.44549269444754086,0.06651777982652342,0.8879709119482188,0.12010729927290745,0.06818204903819207,0.44939961000809325,0.059480150624084745,0.8821394691762463,0.10603625551978643,0.08168284404236113,0.44941211787297475,0.048124730271125904,0.8862088194948329,0.08740783150429669,0.0710258886717351,0.4455069745080716,0.07769680118790355,0.8908990364645935,0.13823237184074347,0.07406732924141865
"(20, 4)",0.44036653379434343,0.07860928490524192,0.895403527817072,0.14085335334750992,0.07082683206594588,0.4445038295024402,0.06911658887716685,0.8871647580888132,0.12228455550957724,0.08527337628542937,0.44445449781859697,0.05591416960489023,0.8864153313851996,0.1009703228464315,0.07320796380125941,0.4403281687293818,0.09160332002827054,0.8984195296889944,0.16153354260465058,0.07640497324010734
"(20, 5)",0.4357965478549046,0.0901051585516725,0.9097145045412769,0.16011943698776834,0.07417166467042949,0.4408179182902222,0.07821210151081429,0.8895928801327112,0.13728010041538244,0.08885561721863067,0.4408619729543839,0.0632056376821312,0.8954561280811496,0.11362455034700232,0.07528649638765535,0.43561867467583343,0.1048664904087213,0.9021080247687691,0.18295348155026095,0.07944745782625544
"(20, 7)",0.42889032665316307,0.11149026468947329,0.9157969477542034,0.19417590756995096,0.08157857949981673,0.43524783933923705,0.09479816061779175,0.9012116241999691,0.1642546032307457,0.09555852409397818,0.43536568727144687,0.07673451852370017,0.9050036332621602,0.13668700588141744,0.08021542747457161,0.42851504957953235,0.1292222630397198,0.9108869863818614,0.22059218574395098,0.08532131338343424
"(20, 10)",0.42014367086114635,0.1401946554036692,0.9204128751713299,0.2376106816124886,0.09255408624400888,0.4295499517427584,0.11677092895188121,0.9135963244731959,0.19891594873762608,0.10416129439665135,0.4299693178374732,0.09519143832022647,0.9097713245082484,0.16681466282743088,0.08767666950052422,0.4193605463388033,0.16127523438951952,0.9210844391003608,0.268117520804642,0.09357289507313042
