loc,hyp,auc_1,pre_1,rec_1,f_1,thr_1,auc_2,pre_2,rec_2,f_2,thr_2,auc_3,pre_3,rec_3,f_3,thr_3,auc_4,pre_4,rec_4,f_4,thr_4
0185-E,"(5, 3)",0.5550175552963242,0.6666666666666666,0.06779661016949153,0.12307692307692307,2.1269472944141676,0.5942763263711771,0.13875598086124402,0.16292134831460675,0.14987080103359174,1.3121850764577458,0.5489957873898657,0.6666666666666666,0.07476635514018691,0.13445378151260504,2.1269472944141676,0.595595375858309,0.14832535885167464,0.164021164021164,0.1557788944723618,1.3121850764577458
0185-E,"(5, 4)",0.5697737669988092,0.4375,0.1037037037037037,0.1676646706586826,1.6725011628396782,0.6264924940590042,0.3,0.14084507042253522,0.1916932907348243,1.4303766654119632,0.5731352908777397,0.4375,0.11475409836065574,0.18181818181818182,1.6725011628396782,0.6216278075939818,0.3,0.13274336283185842,0.18404907975460122,1.4303766654119632
0185-E,"(5, 5)",0.6683839818487155,0.9047619047619048,0.125,0.21965317919075147,1.7846057242000595,0.6811545504129656,0.21052631578947367,0.22580645161290322,0.21789883268482488,1.3168734605324794,0.6691874912728805,0.9047619047619048,0.1386861313868613,0.240506329113924,1.7846057242000595,0.6803985522259558,0.21052631578947367,0.21292775665399238,0.21172022684310018,1.3168734605324794
0185-E,"(5, 7)",0.6467973294553147,0.4861111111111111,0.1881720430107527,0.2713178294573644,1.468030023563457,0.6807245877701708,0.4492753623188406,0.19558359621451105,0.2725274725274725,1.3857548292903095,0.6501607848133519,0.4861111111111111,0.20958083832335328,0.29288702928870286,1.468030023563457,0.6771051000473365,0.4492753623188406,0.18507462686567164,0.2621564482029598,1.3857548292903095
0185-E,"(5, 10)",0.7293947893431098,0.5169491525423728,0.2606837606837607,0.3465909090909091,1.3663239566443195,0.7122401269099107,0.36363636363636365,0.3196125907990315,0.3402061855670103,1.2469273053532097,0.7434364407822924,0.5169491525423728,0.291866028708134,0.3730886850152905,1.3663239566443195,0.7067621321904485,0.36363636363636365,0.30205949656750575,0.33,1.2469273053532097
0185-E,"(7, 3)",0.5311449255472449,0.391304347826087,0.07627118644067797,0.12765957446808512,1.7376628057131953,0.5863194396574833,0.11357340720221606,0.2303370786516854,0.15213358070500926,1.2098063731601383,0.5244282605240506,0.391304347826087,0.08411214953271028,0.13846153846153844,1.7376628057131953,0.5871055572267796,0.12195121951219512,0.23809523809523808,0.16129032258064516,1.206297595740413
0185-E,"(7, 4)",0.5669963025631385,0.2903225806451613,0.13333333333333333,0.18274111675126903,1.4954662315849592,0.6266599367581805,0.379746835443038,0.14084507042253522,0.20547945205479454,1.4540733714885743,0.5655239508113687,0.2903225806451613,0.14754098360655737,0.1956521739130435,1.4954662315849592,0.6242831310917699,0.379746835443038,0.13274336283185842,0.19672131147540986,1.4540733714885743
0185-E,"(7, 5)",0.6595897202272484,0.9047619047619048,0.125,0.21965317919075147,1.7627883380863116,0.6810592399652707,0.3310810810810811,0.1975806451612903,0.24747474747474746,1.3687726798625024,0.6625381985248233,0.9047619047619048,0.1386861313868613,0.240506329113924,1.7627883380863116,0.6786674322531592,0.3310810810810811,0.18631178707224336,0.23844282238442824,1.3687726798625024
0185-E,"(7, 7)",0.6663508431752747,0.52,0.20967741935483872,0.29885057471264365,1.4393667472972786,0.6945611835851943,0.6145833333333334,0.1861198738170347,0.2857142857142857,1.4041713367493693,0.6674175054147024,0.52,0.23353293413173654,0.3223140495867769,1.4393667472972786,0.6924588551896204,0.6145833333333334,0.1761194029850746,0.27378190255220414,1.4041713367493693
0185-E,"(7, 10)",0.7378821675979299,0.691358024691358,0.23931623931623933,0.35555555555555557,1.4114775181071093,0.7244710437272813,0.3405275779376499,0.34382566585956414,0.3421686746987952,1.2200090950707312,0.7534260178748758,0.691358024691358,0.2679425837320574,0.38620689655172413,1.4114775181071093,0.7180358927058578,0.3405275779376499,0.32494279176201374,0.33255269320843095,1.2200090950707312
0185-E,"(10, 3)",0.5391463093849356,0.6428571428571429,0.07627118644067797,0.13636363636363635,1.815112348771717,0.5993217833536301,0.16111111111111112,0.16292134831460675,0.16201117318435754,1.2844473058828074,0.5253677182193421,0.6428571428571429,0.08411214953271028,0.1487603305785124,1.815112348771717,0.603890971143831,0.1282798833819242,0.2328042328042328,0.16541353383458648,1.2039495820432262
0185-E,"(10, 4)",0.6124171210127216,0.45454545454545453,0.1111111111111111,0.17857142857142855,1.5844825464921526,0.6525676693908306,0.42028985507246375,0.13615023474178403,0.20567375886524822,1.4559986687303086,0.609196436232193,0.6363636363636364,0.11475409836065574,0.19444444444444445,1.7157575102785423,0.6523145873983152,0.42028985507246375,0.12831858407079647,0.19661016949152543,1.4559986687303086
0185-E,"(10, 5)",0.6381210472719477,1.0,0.125,0.2222222222222222,1.6901712916809832,0.6741106213406354,0.3269230769230769,0.2056451612903226,0.2524752475247525,1.34299611975407,0.6385631794023917,1.0,0.1386861313868613,0.24358974358974358,1.6901712916809832,0.6722132224153728,0.26200873362445415,0.22813688212927757,0.24390243902439024,1.2908365562615933
0185-E,"(10, 7)",0.6714627768964099,0.36220472440944884,0.24731182795698925,0.2939297124600639,1.3352685291837636,0.697467248908297,0.4892086330935252,0.21451104100946372,0.2982456140350877,1.325071833683341,0.6742881895782902,0.5441176470588235,0.2215568862275449,0.3148936170212766,1.4232313598166457,0.6946766081978403,0.4892086330935252,0.20298507462686566,0.2869198312236287,1.325071833683341
