loc,hyp,auc_1,pre_1,rec_1,f_1,thr_1,auc_2,pre_2,rec_2,f_2,thr_2,auc_3,pre_3,rec_3,f_3,thr_3,auc_4,pre_4,rec_4,f_4,thr_4
0185-E,"(3,)",0.4145122829890895,0.036603221083455345,0.211864406779661,0.062421972534332085,6.624892879957195,0.42991697494696046,0.03556485355648536,0.19101123595505617,0.059964726631393295,5.5591094340901295,0.416209658002779,0.03513909224011713,0.22429906542056074,0.06075949367088607,6.624892879957195,0.4279526239574046,0.03791982665222102,0.18518518518518517,0.06294964028776978,5.668120932789723
0185-E,"(4,)",0.4330463119634017,0.03935860058309038,0.2,0.06577344701583436,8.800636800407883,0.4506374092750375,0.0430672268907563,0.19248826291079812,0.0703862660944206,7.411629311693578,0.4390802179887795,0.037900874635568516,0.21311475409836064,0.06435643564356436,8.800636800407883,0.44622665756212104,0.045168067226890755,0.1902654867256637,0.0730050933786078,7.411629311693578
0185-E,"(5,)",0.44647514917640335,0.04354136429608128,0.19736842105263158,0.07134363852556481,10.941920045694737,0.465364044168392,0.04468764249886001,0.3951612903225806,0.08029496108152395,6.571152789059672,0.45630261757978596,0.0420899854862119,0.2116788321167883,0.07021791767554479,10.941920045694737,0.4589848875594168,0.043514228987425546,1.0,0.083399397494847,3.4557206082989045
0185-E,"(7,)",0.46454514072507197,0.049723756906077346,0.1935483870967742,0.07912087912087912,14.851318407672906,0.4832129819679583,0.058876811594202896,0.41009463722397477,0.10297029702970298,9.205993187079315,0.47887476111606575,0.04834254143646409,0.20958083832335328,0.07856341189674523,14.851318407672906,0.4747984276968059,0.05793145283591143,0.5701492537313433,0.10517621145374449,7.004650658572681
0185-E,"(10,)",0.48438790609333243,0.05679287305122494,0.21794871794871795,0.09010600706713781,19.155594368613627,0.4995509003941403,0.07880981101728991,0.4745762711864407,0.13517241379310344,12.258691074189317,0.5021806035437886,0.0556792873051225,0.23923444976076555,0.0903342366757001,19.155594368613627,0.490023381646143,0.07981049562682216,0.5011441647597255,0.13769254951273185,11.45475999768518
0185-W,"(3,)",0.6098238135983831,0.13608748481166463,0.3771043771043771,0.2,5.828087674031629,0.6034439081543298,0.08588957055214724,0.4028776978417266,0.1415929203539823,6.574524923186951,0.6034439081543298,0.08588957055214724,0.4028776978417266,0.1415929203539823,6.574524923186951,0.6098238135983831,0.13608748481166463,0.3771043771043771,0.2,5.828087674031629
0185-W,"(4,)",0.6123181555083929,0.15777262180974477,0.3726027397260274,0.22167889160554194,7.503322320027243,0.6315221403361797,0.09984871406959153,0.4024390243902439,0.16000000000000003,8.766771009318346,0.6315221403361797,0.09984871406959153,0.4024390243902439,0.16000000000000003,8.766771009318346,0.6123181555083929,0.15777262180974477,0.3726027397260274,0.22167889160554194,7.503322320027243
0185-W,"(5,)",0.6156464899949843,0.1787280701754386,0.3773148148148148,0.24255952380952378,9.131439329141362,0.6522657340761525,0.11056511056511056,0.47619047619047616,0.1794616151545364,9.66175166368443,0.6522657340761525,0.11056511056511056,0.47619047619047616,0.1794616151545364,9.66175166368443,0.6156464899949843,0.1787280701754386,0.3773148148148148,0.24255952380952378,9.131439329141362
0185-W,"(7,)",0.6219117281505131,0.22706935123042504,0.3599290780141844,0.2784636488340192,12.80440741731664,0.6812938337333813,0.14355828220858896,0.4895397489539749,0.22201138519924102,13.41315434519382,0.6812938337333813,0.14355828220858896,0.4895397489539749,0.22201138519924102,13.41315434519382,0.6219117281505131,0.22706935123042504,0.3599290780141844,0.2784636488340192,12.80440741731664
0185-W,"(10,)",0.6216910979771948,0.250402576489533,0.41633199464524767,0.3127199597787833,16.093538499810567,0.6976536811644123,0.17416378316032297,0.4902597402597403,0.2570212765957447,18.427457710955704,0.6976536811644123,0.17416378316032297,0.4902597402597403,0.2570212765957447,18.427457710955704,0.6216910979771948,0.250402576489533,0.41633199464524767,0.3127199597787833,16.093538499810567
0948-E,"(3,)",0.5452155975901221,0.102880658436214,0.1724137931034483,0.1288659793814433,10.143928432070018,0.5737886900875016,0.11522633744855967,0.1794871794871795,0.14035087719298248,10.143928432070018,0.5669931139056499,0.102880658436214,0.18518518518518517,0.13227513227513227,10.143928432070018,0.5543285386443735,0.11522633744855967,0.1686746987951807,0.13691931540342298,10.143928432070018
0948-E,"(4,)",0.534522135977862,0.09302325581395349,0.14201183431952663,0.11241217798594848,13.532108088110228,0.5705578753778084,0.10852713178294573,0.15469613259668508,0.12756264236902048,13.532108088110228,0.5555215400858488,0.09302325581395349,0.15286624203821655,0.11566265060240963,13.532108088110228,0.55121671347469,0.10852713178294573,0.14507772020725387,0.12416851441241686,13.532108088110228
0948-E,"(5,)",0.5259927161654135,0.09787234042553192,0.11979166666666667,0.10772833723653397,17.177340414805172,0.5659888178223025,0.11914893617021277,0.13592233009708737,0.12698412698412698,17.177340414805172,0.5464349881434433,0.09787234042553192,0.12921348314606743,0.11138014527845037,17.177340414805172,0.5468906093906094,0.11914893617021277,0.12727272727272726,0.12307692307692307,17.177340414805172
