hyp,auc_1,pre_1,rec_1,f_1,f_1_std,auc_2,pre_2,rec_2,f_2,f_2_std,auc_3,pre_3,rec_3,f_3,f_3_std,auc_4,pre_4,rec_4,f_4,f_4_std
"(3,)",0.5339301664575031,0.1328954415193688,0.5682206877275756,0.16582852640730583,0.10290359492433726,0.5432494147562655,0.12727413789536793,0.5632167552708554,0.15044479475390263,0.1058126131332058,0.5476601274475513,0.12439653830962648,0.5360015313425479,0.13701356045372376,0.1077574634903761,0.5300916553293914,0.13616374176361112,0.585223602499571,0.17937085686536522,0.10010540638653025
"(4,)",0.5336856975737947,0.13700112268704712,0.6047957326277433,0.1839749284649681,0.1031383573780151,0.543229780892903,0.12704496591396067,0.5926493815880302,0.16469289896642708,0.1048909605491928,0.548286739717026,0.12235233466835353,0.566058021824355,0.14867946816120386,0.10678309131407004,0.5293807466323343,0.14472197662398537,0.6172710020454937,0.19979393819295455,0.09868764318904605
"(5,)",0.5326120696734461,0.1448090494971664,0.6223105094060224,0.20076454108162925,0.10273297702268672,0.5423826293675673,0.13829642782034327,0.6021400284104204,0.17862403735139545,0.10412634914346063,0.547917114200788,0.1266418447057481,0.5834658202475583,0.16046240165331827,0.10606092402988414,0.527975935440031,0.15674343731544974,0.6446980422283045,0.21826770452915972,0.0974596019811038
"(7,)",0.5299285517261075,0.16641916851955404,0.6525843437298954,0.23114259236336798,0.1030351533346968,0.5396262032551815,0.147838203230648,0.6355302622306356,0.20487886262067825,0.10463415580586825,0.5459135873407595,0.13365605720711066,0.6145279715694559,0.18350945320147602,0.10599647014862833,0.5247059620369695,0.18261907551205592,0.6708881630905452,0.2515130283553118,0.09676785855701503
"(10,)",0.5251113708475958,0.18783208485914923,0.7120815344161848,0.2699569014600038,0.10510133171140357,0.5344481115316893,0.16519550285925166,0.6752314333035458,0.23793696895127942,0.10663558422939254,0.5412685002424178,0.14948094187280106,0.6370976247492898,0.21235928907495877,0.10648965326917052,0.5194218945105965,0.20672580390729398,0.738622311473015,0.2943285057280266,0.09785084379249863
